Date,Searching_Number,Country,Time_Frame,Keyword,Language,Regions
2023-04-26,37,Taiwan,3-m,Machine learning,en,Asia
2023-04-27,33,Taiwan,3-m,Machine learning,en,Asia
2023-04-28,18,Taiwan,3-m,Machine learning,en,Asia
2023-04-29,0,Taiwan,3-m,Machine learning,en,Asia
2023-04-30,41,Taiwan,3-m,Machine learning,en,Asia
2023-05-01,20,Taiwan,3-m,Machine learning,en,Asia
2023-05-02,33,Taiwan,3-m,Machine learning,en,Asia
2023-05-03,20,Taiwan,3-m,Machine learning,en,Asia
2023-05-04,54,Taiwan,3-m,Machine learning,en,Asia
2023-05-05,0,Taiwan,3-m,Machine learning,en,Asia
2023-05-06,43,Taiwan,3-m,Machine learning,en,Asia
2023-05-07,19,Taiwan,3-m,Machine learning,en,Asia
2023-05-08,59,Taiwan,3-m,Machine learning,en,Asia
2023-05-09,37,Taiwan,3-m,Machine learning,en,Asia
2023-05-10,47,Taiwan,3-m,Machine learning,en,Asia
2023-05-11,0,Taiwan,3-m,Machine learning,en,Asia
2023-05-12,35,Taiwan,3-m,Machine learning,en,Asia
2023-05-13,36,Taiwan,3-m,Machine learning,en,Asia
2023-05-14,23,Taiwan,3-m,Machine learning,en,Asia
2023-02-18,29,Poland,3-m,Machine learning,en,Europe
2023-02-19,54,Poland,3-m,Machine learning,en,Europe
2023-02-20,54,Poland,3-m,Machine learning,en,Europe
2023-02-21,22,Poland,3-m,Machine learning,en,Europe
2023-02-22,0,Poland,3-m,Machine learning,en,Europe
2023-02-23,46,Poland,3-m,Machine learning,en,Europe
2023-02-24,51,Poland,3-m,Machine learning,en,Europe
2023-02-25,33,Poland,3-m,Machine learning,en,Europe
2023-02-26,38,Poland,3-m,Machine learning,en,Europe
2023-02-27,66,Poland,3-m,Machine learning,en,Europe
2023-02-28,61,Poland,3-m,Machine learning,en,Europe
2023-03-01,63,Poland,3-m,Machine learning,en,Europe
2023-03-02,61,Poland,3-m,Machine learning,en,Europe
2023-03-03,22,Poland,3-m,Machine learning,en,Europe
2023-03-04,41,Poland,3-m,Machine learning,en,Europe
2023-03-05,18,Poland,3-m,Machine learning,en,Europe
2023-03-06,35,Poland,3-m,Machine learning,en,Europe
2023-03-07,26,Poland,3-m,Machine learning,en,Europe
2023-03-08,0,Poland,3-m,Machine learning,en,Europe
2023-03-09,29,Poland,3-m,Machine learning,en,Europe
2023-03-10,33,Poland,3-m,Machine learning,en,Europe
2023-03-11,18,Poland,3-m,Machine learning,en,Europe
2023-03-12,21,Poland,3-m,Machine learning,en,Europe
2023-03-13,33,Poland,3-m,Machine learning,en,Europe
2023-03-14,46,Poland,3-m,Machine learning,en,Europe
2023-03-15,66,Poland,3-m,Machine learning,en,Europe
2023-03-16,51,Poland,3-m,Machine learning,en,Europe
2023-03-17,21,Poland,3-m,Machine learning,en,Europe
2023-03-18,0,Poland,3-m,Machine learning,en,Europe
2023-03-19,50,Poland,3-m,Machine learning,en,Europe
2023-03-20,92,Poland,3-m,Machine learning,en,Europe
2023-03-21,52,Poland,3-m,Machine learning,en,Europe
2023-03-22,54,Poland,3-m,Machine learning,en,Europe
2023-03-23,41,Poland,3-m,Machine learning,en,Europe
2023-03-24,39,Poland,3-m,Machine learning,en,Europe
2023-03-25,37,Poland,3-m,Machine learning,en,Europe
2023-03-26,60,Poland,3-m,Machine learning,en,Europe
2023-03-27,37,Poland,3-m,Machine learning,en,Europe
2023-03-28,41,Poland,3-m,Machine learning,en,Europe
2023-03-29,0,Poland,3-m,Machine learning,en,Europe
2023-03-30,47,Poland,3-m,Machine learning,en,Europe
2023-03-31,76,Poland,3-m,Machine learning,en,Europe
2023-04-01,84,Poland,3-m,Machine learning,en,Europe
2023-04-02,48,Poland,3-m,Machine learning,en,Europe
2023-04-03,33,Poland,3-m,Machine learning,en,Europe
2023-04-04,57,Poland,3-m,Machine learning,en,Europe
2023-04-05,29,Poland,3-m,Machine learning,en,Europe
2023-04-06,0,Poland,3-m,Machine learning,en,Europe
2023-04-07,17,Poland,3-m,Machine learning,en,Europe
2023-04-08,55,Poland,3-m,Machine learning,en,Europe
2023-04-09,62,Poland,3-m,Machine learning,en,Europe
2023-04-10,0,Poland,3-m,Machine learning,en,Europe
2023-04-11,71,Poland,3-m,Machine learning,en,Europe
2023-04-12,26,Poland,3-m,Machine learning,en,Europe
2023-04-13,57,Poland,3-m,Machine learning,en,Europe
2023-04-14,28,Poland,3-m,Machine learning,en,Europe
2023-04-15,0,Poland,3-m,Machine learning,en,Europe
2023-04-16,28,Poland,3-m,Machine learning,en,Europe
2023-04-17,71,Poland,3-m,Machine learning,en,Europe
2023-04-18,50,Poland,3-m,Machine learning,en,Europe
2023-04-19,37,Poland,3-m,Machine learning,en,Europe
2023-04-20,23,Poland,3-m,Machine learning,en,Europe
2023-04-21,42,Poland,3-m,Machine learning,en,Europe
2023-04-22,48,Poland,3-m,Machine learning,en,Europe
2023-04-23,29,Poland,3-m,Machine learning,en,Europe
2023-04-24,51,Poland,3-m,Machine learning,en,Europe
2023-04-25,21,Poland,3-m,Machine learning,en,Europe
2023-04-26,42,Poland,3-m,Machine learning,en,Europe
2023-04-27,30,Poland,3-m,Machine learning,en,Europe
2023-04-28,31,Poland,3-m,Machine learning,en,Europe
2023-04-29,0,Poland,3-m,Machine learning,en,Europe
2023-04-30,39,Poland,3-m,Machine learning,en,Europe
2023-05-01,100,Poland,3-m,Machine learning,en,Europe
2023-05-02,25,Poland,3-m,Machine learning,en,Europe
2023-05-03,0,Poland,3-m,Machine learning,en,Europe
2023-05-04,0,Poland,3-m,Machine learning,en,Europe
2023-05-05,56,Poland,3-m,Machine learning,en,Europe
2023-05-06,24,Poland,3-m,Machine learning,en,Europe
2023-05-07,0,Poland,3-m,Machine learning,en,Europe
2023-05-08,34,Poland,3-m,Machine learning,en,Europe
2023-05-09,34,Poland,3-m,Machine learning,en,Europe
2023-05-10,57,Poland,3-m,Machine learning,en,Europe
2023-05-11,0,Poland,3-m,Machine learning,en,Europe
2023-05-12,19,Poland,3-m,Machine learning,en,Europe
2023-05-13,77,Poland,3-m,Machine learning,en,Europe
2023-05-14,39,Poland,3-m,Machine learning,en,Europe
2023-02-18,28,Sweden,3-m,Machine learning,en,Europe
2023-02-19,0,Sweden,3-m,Machine learning,en,Europe
2023-02-20,22,Sweden,3-m,Machine learning,en,Europe
2023-02-21,0,Sweden,3-m,Machine learning,en,Europe
2023-02-22,0,Sweden,3-m,Machine learning,en,Europe
2023-02-23,0,Sweden,3-m,Machine learning,en,Europe
2023-02-24,92,Sweden,3-m,Machine learning,en,Europe
2023-02-25,0,Sweden,3-m,Machine learning,en,Europe
2023-02-26,39,Sweden,3-m,Machine learning,en,Europe
2023-02-27,0,Sweden,3-m,Machine learning,en,Europe
2023-02-28,38,Sweden,3-m,Machine learning,en,Europe
2023-03-01,33,Sweden,3-m,Machine learning,en,Europe
2023-03-02,35,Sweden,3-m,Machine learning,en,Europe
2023-03-03,69,Sweden,3-m,Machine learning,en,Europe
2023-03-04,0,Sweden,3-m,Machine learning,en,Europe
2023-03-05,58,Sweden,3-m,Machine learning,en,Europe
2023-03-06,79,Sweden,3-m,Machine learning,en,Europe
2023-03-07,69,Sweden,3-m,Machine learning,en,Europe
2023-03-08,62,Sweden,3-m,Machine learning,en,Europe
2023-03-09,32,Sweden,3-m,Machine learning,en,Europe
2023-03-10,68,Sweden,3-m,Machine learning,en,Europe
2023-03-11,73,Sweden,3-m,Machine learning,en,Europe
2023-03-12,0,Sweden,3-m,Machine learning,en,Europe
2023-03-13,60,Sweden,3-m,Machine learning,en,Europe
2023-03-14,20,Sweden,3-m,Machine learning,en,Europe
2023-03-15,81,Sweden,3-m,Machine learning,en,Europe
2023-03-16,0,Sweden,3-m,Machine learning,en,Europe
2023-03-17,30,Sweden,3-m,Machine learning,en,Europe
2023-03-18,0,Sweden,3-m,Machine learning,en,Europe
2023-03-19,39,Sweden,3-m,Machine learning,en,Europe
2023-03-20,57,Sweden,3-m,Machine learning,en,Europe
2023-03-21,44,Sweden,3-m,Machine learning,en,Europe
2023-03-22,54,Sweden,3-m,Machine learning,en,Europe
2023-03-23,24,Sweden,3-m,Machine learning,en,Europe
2023-03-24,100,Sweden,3-m,Machine learning,en,Europe
2023-03-25,23,Sweden,3-m,Machine learning,en,Europe
2023-03-26,38,Sweden,3-m,Machine learning,en,Europe
2023-03-27,78,Sweden,3-m,Machine learning,en,Europe
2023-03-28,25,Sweden,3-m,Machine learning,en,Europe
2023-03-29,77,Sweden,3-m,Machine learning,en,Europe
2023-03-30,0,Sweden,3-m,Machine learning,en,Europe
2023-03-31,24,Sweden,3-m,Machine learning,en,Europe
2023-04-01,0,Sweden,3-m,Machine learning,en,Europe
2023-04-02,51,Sweden,3-m,Machine learning,en,Europe
2023-04-03,43,Sweden,3-m,Machine learning,en,Europe
2023-04-04,56,Sweden,3-m,Machine learning,en,Europe
2023-04-05,0,Sweden,3-m,Machine learning,en,Europe
2023-04-06,0,Sweden,3-m,Machine learning,en,Europe
2023-04-07,0,Sweden,3-m,Machine learning,en,Europe
2023-04-08,0,Sweden,3-m,Machine learning,en,Europe
2023-04-09,0,Sweden,3-m,Machine learning,en,Europe
2023-04-10,83,Sweden,3-m,Machine learning,en,Europe
2023-04-11,60,Sweden,3-m,Machine learning,en,Europe
2023-04-12,0,Sweden,3-m,Machine learning,en,Europe
2023-04-13,0,Sweden,3-m,Machine learning,en,Europe
2023-04-14,40,Sweden,3-m,Machine learning,en,Europe
2023-04-15,0,Sweden,3-m,Machine learning,en,Europe
2023-04-16,39,Sweden,3-m,Machine learning,en,Europe
2023-04-17,47,Sweden,3-m,Machine learning,en,Europe
2023-04-18,33,Sweden,3-m,Machine learning,en,Europe
2023-04-19,0,Sweden,3-m,Machine learning,en,Europe
2023-04-20,0,Sweden,3-m,Machine learning,en,Europe
2023-04-21,93,Sweden,3-m,Machine learning,en,Europe
2023-04-22,0,Sweden,3-m,Machine learning,en,Europe
2023-04-23,0,Sweden,3-m,Machine learning,en,Europe
2023-04-24,31,Sweden,3-m,Machine learning,en,Europe
2023-04-25,73,Sweden,3-m,Machine learning,en,Europe
2023-04-26,0,Sweden,3-m,Machine learning,en,Europe
2023-04-27,61,Sweden,3-m,Machine learning,en,Europe
2023-04-28,0,Sweden,3-m,Machine learning,en,Europe
2023-04-29,22,Sweden,3-m,Machine learning,en,Europe
2023-04-30,53,Sweden,3-m,Machine learning,en,Europe
2023-05-01,45,Sweden,3-m,Machine learning,en,Europe
2023-05-02,48,Sweden,3-m,Machine learning,en,Europe
2023-05-03,44,Sweden,3-m,Machine learning,en,Europe
2023-05-04,0,Sweden,3-m,Machine learning,en,Europe
2023-05-05,0,Sweden,3-m,Machine learning,en,Europe
2023-05-06,0,Sweden,3-m,Machine learning,en,Europe
2023-05-07,0,Sweden,3-m,Machine learning,en,Europe
2023-05-08,21,Sweden,3-m,Machine learning,en,Europe
2023-05-09,66,Sweden,3-m,Machine learning,en,Europe
2023-05-10,96,Sweden,3-m,Machine learning,en,Europe
2023-05-11,21,Sweden,3-m,Machine learning,en,Europe
2023-05-12,0,Sweden,3-m,Machine learning,en,Europe
2023-05-13,35,Sweden,3-m,Machine learning,en,Europe
2023-05-14,60,Sweden,3-m,Machine learning,en,Europe
2023-02-18,70,Belgium,3-m,Machine learning,en,Europe
2023-02-19,29,Belgium,3-m,Machine learning,en,Europe
2023-02-20,50,Belgium,3-m,Machine learning,en,Europe
2023-02-21,0,Belgium,3-m,Machine learning,en,Europe
2023-02-22,0,Belgium,3-m,Machine learning,en,Europe
2023-02-23,53,Belgium,3-m,Machine learning,en,Europe
2023-02-24,39,Belgium,3-m,Machine learning,en,Europe
2023-02-25,39,Belgium,3-m,Machine learning,en,Europe
2023-02-26,0,Belgium,3-m,Machine learning,en,Europe
2023-02-27,66,Belgium,3-m,Machine learning,en,Europe
2023-02-28,0,Belgium,3-m,Machine learning,en,Europe
2023-03-01,24,Belgium,3-m,Machine learning,en,Europe
2023-03-02,0,Belgium,3-m,Machine learning,en,Europe
2023-03-03,0,Belgium,3-m,Machine learning,en,Europe
2023-03-04,43,Belgium,3-m,Machine learning,en,Europe
2023-03-05,25,Belgium,3-m,Machine learning,en,Europe
2023-03-06,33,Belgium,3-m,Machine learning,en,Europe
2023-03-07,0,Belgium,3-m,Machine learning,en,Europe
2023-03-08,0,Belgium,3-m,Machine learning,en,Europe
2023-03-09,0,Belgium,3-m,Machine learning,en,Europe
2023-03-10,21,Belgium,3-m,Machine learning,en,Europe
2023-03-11,0,Belgium,3-m,Machine learning,en,Europe
2023-03-12,40,Belgium,3-m,Machine learning,en,Europe
2023-03-13,0,Belgium,3-m,Machine learning,en,Europe
2023-03-14,24,Belgium,3-m,Machine learning,en,Europe
2023-03-15,76,Belgium,3-m,Machine learning,en,Europe
2023-03-16,100,Belgium,3-m,Machine learning,en,Europe
2023-03-17,0,Belgium,3-m,Machine learning,en,Europe
2023-03-18,0,Belgium,3-m,Machine learning,en,Europe
2023-03-19,0,Belgium,3-m,Machine learning,en,Europe
2023-03-20,0,Belgium,3-m,Machine learning,en,Europe
2023-03-21,58,Belgium,3-m,Machine learning,en,Europe
2023-03-22,0,Belgium,3-m,Machine learning,en,Europe
2023-03-23,0,Belgium,3-m,Machine learning,en,Europe
2023-03-24,25,Belgium,3-m,Machine learning,en,Europe
2023-03-25,0,Belgium,3-m,Machine learning,en,Europe
2023-03-26,31,Belgium,3-m,Machine learning,en,Europe
2023-03-27,31,Belgium,3-m,Machine learning,en,Europe
2023-03-28,27,Belgium,3-m,Machine learning,en,Europe
2023-03-29,38,Belgium,3-m,Machine learning,en,Europe
2023-03-30,79,Belgium,3-m,Machine learning,en,Europe
2023-03-31,43,Belgium,3-m,Machine learning,en,Europe
2023-04-01,41,Belgium,3-m,Machine learning,en,Europe
2023-04-02,38,Belgium,3-m,Machine learning,en,Europe
2023-04-03,0,Belgium,3-m,Machine learning,en,Europe
2023-04-04,0,Belgium,3-m,Machine learning,en,Europe
2023-04-05,45,Belgium,3-m,Machine learning,en,Europe
2023-04-06,0,Belgium,3-m,Machine learning,en,Europe
2023-04-07,0,Belgium,3-m,Machine learning,en,Europe
2023-04-08,38,Belgium,3-m,Machine learning,en,Europe
2023-04-09,0,Belgium,3-m,Machine learning,en,Europe
2023-04-10,0,Belgium,3-m,Machine learning,en,Europe
2023-04-11,0,Belgium,3-m,Machine learning,en,Europe
2023-04-12,55,Belgium,3-m,Machine learning,en,Europe
2023-04-13,0,Belgium,3-m,Machine learning,en,Europe
2023-04-14,35,Belgium,3-m,Machine learning,en,Europe
2023-04-15,0,Belgium,3-m,Machine learning,en,Europe
2023-04-16,0,Belgium,3-m,Machine learning,en,Europe
2023-04-17,42,Belgium,3-m,Machine learning,en,Europe
2023-04-18,0,Belgium,3-m,Machine learning,en,Europe
2023-04-19,38,Belgium,3-m,Machine learning,en,Europe
2023-04-20,0,Belgium,3-m,Machine learning,en,Europe
2023-04-21,85,Belgium,3-m,Machine learning,en,Europe
2023-04-22,37,Belgium,3-m,Machine learning,en,Europe
2023-04-23,0,Belgium,3-m,Machine learning,en,Europe
2023-04-24,51,Belgium,3-m,Machine learning,en,Europe
2023-04-25,0,Belgium,3-m,Machine learning,en,Europe
2023-04-26,73,Belgium,3-m,Machine learning,en,Europe
2023-04-27,0,Belgium,3-m,Machine learning,en,Europe
2023-04-28,42,Belgium,3-m,Machine learning,en,Europe
2023-04-29,0,Belgium,3-m,Machine learning,en,Europe
2023-04-30,0,Belgium,3-m,Machine learning,en,Europe
2023-05-01,42,Belgium,3-m,Machine learning,en,Europe
2023-05-02,0,Belgium,3-m,Machine learning,en,Europe
2023-05-03,71,Belgium,3-m,Machine learning,en,Europe
2023-05-04,0,Belgium,3-m,Machine learning,en,Europe
2023-05-05,0,Belgium,3-m,Machine learning,en,Europe
2023-05-06,89,Belgium,3-m,Machine learning,en,Europe
2023-05-07,0,Belgium,3-m,Machine learning,en,Europe
2023-05-08,0,Belgium,3-m,Machine learning,en,Europe
2023-05-09,34,Belgium,3-m,Machine learning,en,Europe
2023-05-10,0,Belgium,3-m,Machine learning,en,Europe
2023-05-11,26,Belgium,3-m,Machine learning,en,Europe
2023-05-12,45,Belgium,3-m,Machine learning,en,Europe
2023-05-13,0,Belgium,3-m,Machine learning,en,Europe
2023-05-14,48,Belgium,3-m,Machine learning,en,Europe
2023-02-18,0,Thailand,3-m,Machine learning,en,Asia
2023-02-19,0,Thailand,3-m,Machine learning,en,Asia
2023-02-20,17,Thailand,3-m,Machine learning,en,Asia
2023-02-21,18,Thailand,3-m,Machine learning,en,Asia
2023-02-22,33,Thailand,3-m,Machine learning,en,Asia
2023-02-23,27,Thailand,3-m,Machine learning,en,Asia
2023-02-24,74,Thailand,3-m,Machine learning,en,Asia
2023-02-25,12,Thailand,3-m,Machine learning,en,Asia
2023-02-26,54,Thailand,3-m,Machine learning,en,Asia
2023-02-27,51,Thailand,3-m,Machine learning,en,Asia
2023-02-28,64,Thailand,3-m,Machine learning,en,Asia
2023-03-01,27,Thailand,3-m,Machine learning,en,Asia
2023-03-02,16,Thailand,3-m,Machine learning,en,Asia
2023-03-03,14,Thailand,3-m,Machine learning,en,Asia
2023-03-04,0,Thailand,3-m,Machine learning,en,Asia
2023-03-05,32,Thailand,3-m,Machine learning,en,Asia
2023-03-06,0,Thailand,3-m,Machine learning,en,Asia
2023-03-07,23,Thailand,3-m,Machine learning,en,Asia
2023-03-08,55,Thailand,3-m,Machine learning,en,Asia
2023-03-09,48,Thailand,3-m,Machine learning,en,Asia
2023-03-10,40,Thailand,3-m,Machine learning,en,Asia
2023-03-11,22,Thailand,3-m,Machine learning,en,Asia
2023-03-12,18,Thailand,3-m,Machine learning,en,Asia
2023-03-13,0,Thailand,3-m,Machine learning,en,Asia
2023-03-14,63,Thailand,3-m,Machine learning,en,Asia
2023-03-15,49,Thailand,3-m,Machine learning,en,Asia
2023-03-16,25,Thailand,3-m,Machine learning,en,Asia
2023-03-17,38,Thailand,3-m,Machine learning,en,Asia
2023-03-18,100,Thailand,3-m,Machine learning,en,Asia
2023-03-19,0,Thailand,3-m,Machine learning,en,Asia
2023-03-20,0,Thailand,3-m,Machine learning,en,Asia
2023-03-21,0,Thailand,3-m,Machine learning,en,Asia
2023-03-22,66,Thailand,3-m,Machine learning,en,Asia
2023-03-23,52,Thailand,3-m,Machine learning,en,Asia
2023-03-24,27,Thailand,3-m,Machine learning,en,Asia
2023-03-25,24,Thailand,3-m,Machine learning,en,Asia
2023-03-26,0,Thailand,3-m,Machine learning,en,Asia
2023-03-27,20,Thailand,3-m,Machine learning,en,Asia
2023-03-28,34,Thailand,3-m,Machine learning,en,Asia
2023-03-29,16,Thailand,3-m,Machine learning,en,Asia
2023-03-30,69,Thailand,3-m,Machine learning,en,Asia
2023-03-31,31,Thailand,3-m,Machine learning,en,Asia
2023-04-01,10,Thailand,3-m,Machine learning,en,Asia
2023-04-02,23,Thailand,3-m,Machine learning,en,Asia
2023-04-03,20,Thailand,3-m,Machine learning,en,Asia
2023-04-04,19,Thailand,3-m,Machine learning,en,Asia
2023-04-05,26,Thailand,3-m,Machine learning,en,Asia
2023-04-06,20,Thailand,3-m,Machine learning,en,Asia
2023-04-07,0,Thailand,3-m,Machine learning,en,Asia
2023-04-08,13,Thailand,3-m,Machine learning,en,Asia
2023-04-09,0,Thailand,3-m,Machine learning,en,Asia
2023-04-10,0,Thailand,3-m,Machine learning,en,Asia
2023-04-11,46,Thailand,3-m,Machine learning,en,Asia
2023-04-12,0,Thailand,3-m,Machine learning,en,Asia
2023-04-13,0,Thailand,3-m,Machine learning,en,Asia
2023-04-14,0,Thailand,3-m,Machine learning,en,Asia
2023-04-15,0,Thailand,3-m,Machine learning,en,Asia
2023-04-16,0,Thailand,3-m,Machine learning,en,Asia
2023-04-17,0,Thailand,3-m,Machine learning,en,Asia
2023-04-18,33,Thailand,3-m,Machine learning,en,Asia
2023-04-19,33,Thailand,3-m,Machine learning,en,Asia
2023-04-20,17,Thailand,3-m,Machine learning,en,Asia
2023-04-21,51,Thailand,3-m,Machine learning,en,Asia
2023-04-22,18,Thailand,3-m,Machine learning,en,Asia
2023-04-23,13,Thailand,3-m,Machine learning,en,Asia
2023-04-24,40,Thailand,3-m,Machine learning,en,Asia
2023-04-25,0,Thailand,3-m,Machine learning,en,Asia
2023-04-26,11,Thailand,3-m,Machine learning,en,Asia
2023-04-27,38,Thailand,3-m,Machine learning,en,Asia
2023-04-28,49,Thailand,3-m,Machine learning,en,Asia
2023-04-29,0,Thailand,3-m,Machine learning,en,Asia
2023-04-30,0,Thailand,3-m,Machine learning,en,Asia
2023-05-01,24,Thailand,3-m,Machine learning,en,Asia
2023-05-02,24,Thailand,3-m,Machine learning,en,Asia
2023-05-03,0,Thailand,3-m,Machine learning,en,Asia
2023-05-04,42,Thailand,3-m,Machine learning,en,Asia
2023-05-05,51,Thailand,3-m,Machine learning,en,Asia
2023-05-06,14,Thailand,3-m,Machine learning,en,Asia
2023-05-07,47,Thailand,3-m,Machine learning,en,Asia
2023-05-08,33,Thailand,3-m,Machine learning,en,Asia
2023-05-09,14,Thailand,3-m,Machine learning,en,Asia
2023-05-10,0,Thailand,3-m,Machine learning,en,Asia
2023-05-11,57,Thailand,3-m,Machine learning,en,Asia
2023-05-12,11,Thailand,3-m,Machine learning,en,Asia
2023-05-13,0,Thailand,3-m,Machine learning,en,Asia
2023-05-14,11,Thailand,3-m,Machine learning,en,Asia
2023-02-18,0,Iran,3-m,Machine learning,en,Asia
2023-02-19,0,Iran,3-m,Machine learning,en,Asia
2023-02-20,49,Iran,3-m,Machine learning,en,Asia
2023-02-21,0,Iran,3-m,Machine learning,en,Asia
2023-02-22,0,Iran,3-m,Machine learning,en,Asia
2023-02-23,52,Iran,3-m,Machine learning,en,Asia
2023-02-24,34,Iran,3-m,Machine learning,en,Asia
2023-02-25,48,Iran,3-m,Machine learning,en,Asia
2023-02-26,31,Iran,3-m,Machine learning,en,Asia
2023-02-27,24,Iran,3-m,Machine learning,en,Asia
2023-02-28,23,Iran,3-m,Machine learning,en,Asia
2023-03-01,39,Iran,3-m,Machine learning,en,Asia
2023-03-02,14,Iran,3-m,Machine learning,en,Asia
2023-03-03,20,Iran,3-m,Machine learning,en,Asia
2023-03-04,100,Iran,3-m,Machine learning,en,Asia
2023-03-05,0,Iran,3-m,Machine learning,en,Asia
2023-03-06,18,Iran,3-m,Machine learning,en,Asia
2023-03-07,35,Iran,3-m,Machine learning,en,Asia
2023-03-08,48,Iran,3-m,Machine learning,en,Asia
2023-03-09,29,Iran,3-m,Machine learning,en,Asia
2023-03-10,15,Iran,3-m,Machine learning,en,Asia
2023-03-11,35,Iran,3-m,Machine learning,en,Asia
2023-03-12,0,Iran,3-m,Machine learning,en,Asia
2023-03-13,28,Iran,3-m,Machine learning,en,Asia
2023-03-14,31,Iran,3-m,Machine learning,en,Asia
2023-03-15,23,Iran,3-m,Machine learning,en,Asia
2023-03-16,13,Iran,3-m,Machine learning,en,Asia
2023-03-17,0,Iran,3-m,Machine learning,en,Asia
2023-03-18,15,Iran,3-m,Machine learning,en,Asia
2023-03-19,33,Iran,3-m,Machine learning,en,Asia
2023-03-20,16,Iran,3-m,Machine learning,en,Asia
2023-03-21,0,Iran,3-m,Machine learning,en,Asia
2023-03-22,0,Iran,3-m,Machine learning,en,Asia
2023-03-23,19,Iran,3-m,Machine learning,en,Asia
2023-03-24,0,Iran,3-m,Machine learning,en,Asia
2023-03-25,0,Iran,3-m,Machine learning,en,Asia
2023-03-26,35,Iran,3-m,Machine learning,en,Asia
2023-03-27,16,Iran,3-m,Machine learning,en,Asia
2023-03-28,22,Iran,3-m,Machine learning,en,Asia
2023-03-29,28,Iran,3-m,Machine learning,en,Asia
2023-03-30,54,Iran,3-m,Machine learning,en,Asia
2023-03-31,0,Iran,3-m,Machine learning,en,Asia
2023-04-01,25,Iran,3-m,Machine learning,en,Asia
2023-04-02,0,Iran,3-m,Machine learning,en,Asia
2023-04-03,0,Iran,3-m,Machine learning,en,Asia
2023-04-04,0,Iran,3-m,Machine learning,en,Asia
2023-04-05,30,Iran,3-m,Machine learning,en,Asia
2023-04-06,0,Iran,3-m,Machine learning,en,Asia
2023-04-07,16,Iran,3-m,Machine learning,en,Asia
2023-04-08,26,Iran,3-m,Machine learning,en,Asia
2023-04-09,31,Iran,3-m,Machine learning,en,Asia
2023-04-10,26,Iran,3-m,Machine learning,en,Asia
2023-04-11,0,Iran,3-m,Machine learning,en,Asia
2023-04-12,21,Iran,3-m,Machine learning,en,Asia
2023-04-13,29,Iran,3-m,Machine learning,en,Asia
2023-04-14,33,Iran,3-m,Machine learning,en,Asia
2023-04-15,15,Iran,3-m,Machine learning,en,Asia
2023-04-16,28,Iran,3-m,Machine learning,en,Asia
2023-04-17,31,Iran,3-m,Machine learning,en,Asia
2023-04-18,31,Iran,3-m,Machine learning,en,Asia
2023-04-19,26,Iran,3-m,Machine learning,en,Asia
2023-04-20,33,Iran,3-m,Machine learning,en,Asia
2023-04-21,20,Iran,3-m,Machine learning,en,Asia
2023-04-22,32,Iran,3-m,Machine learning,en,Asia
2023-04-23,24,Iran,3-m,Machine learning,en,Asia
2023-04-24,51,Iran,3-m,Machine learning,en,Asia
2023-04-25,16,Iran,3-m,Machine learning,en,Asia
2023-04-26,11,Iran,3-m,Machine learning,en,Asia
2023-04-27,34,Iran,3-m,Machine learning,en,Asia
2023-04-28,0,Iran,3-m,Machine learning,en,Asia
2023-04-29,39,Iran,3-m,Machine learning,en,Asia
2023-04-30,35,Iran,3-m,Machine learning,en,Asia
2023-05-01,50,Iran,3-m,Machine learning,en,Asia
2023-05-02,50,Iran,3-m,Machine learning,en,Asia
2023-05-03,23,Iran,3-m,Machine learning,en,Asia
2023-05-04,41,Iran,3-m,Machine learning,en,Asia
2023-05-05,0,Iran,3-m,Machine learning,en,Asia
2023-05-06,0,Iran,3-m,Machine learning,en,Asia
2023-05-07,21,Iran,3-m,Machine learning,en,Asia
2023-05-08,31,Iran,3-m,Machine learning,en,Asia
2023-05-09,18,Iran,3-m,Machine learning,en,Asia
2023-05-10,23,Iran,3-m,Machine learning,en,Asia
2023-05-11,37,Iran,3-m,Machine learning,en,Asia
2023-05-12,36,Iran,3-m,Machine learning,en,Asia
2023-05-13,62,Iran,3-m,Machine learning,en,Asia
2023-05-14,39,Iran,3-m,Machine learning,en,Asia
2023-02-18,26,Austria,3-m,Machine learning,en,Europe
2023-02-19,0,Austria,3-m,Machine learning,en,Europe
2023-02-20,0,Austria,3-m,Machine learning,en,Europe
2023-02-21,47,Austria,3-m,Machine learning,en,Europe
2023-02-22,0,Austria,3-m,Machine learning,en,Europe
2023-02-23,0,Austria,3-m,Machine learning,en,Europe
2023-02-24,0,Austria,3-m,Machine learning,en,Europe
2023-02-25,0,Austria,3-m,Machine learning,en,Europe
2023-02-26,0,Austria,3-m,Machine learning,en,Europe
2023-02-27,47,Austria,3-m,Machine learning,en,Europe
2023-02-28,0,Austria,3-m,Machine learning,en,Europe
2023-03-01,33,Austria,3-m,Machine learning,en,Europe
2023-03-02,0,Austria,3-m,Machine learning,en,Europe
2023-03-03,0,Austria,3-m,Machine learning,en,Europe
2023-03-04,34,Austria,3-m,Machine learning,en,Europe
2023-03-05,51,Austria,3-m,Machine learning,en,Europe
2023-03-06,17,Austria,3-m,Machine learning,en,Europe
2023-03-07,72,Austria,3-m,Machine learning,en,Europe
2023-03-08,0,Austria,3-m,Machine learning,en,Europe
2023-03-09,28,Austria,3-m,Machine learning,en,Europe
2023-03-10,0,Austria,3-m,Machine learning,en,Europe
2023-03-11,0,Austria,3-m,Machine learning,en,Europe
