Date,Searching_Number,Country,Time_Frame,Keyword,Language,Regions
2023-04-09,57,Morocco,3-m,Machine learning,en,Africa
2023-04-10,0,Morocco,3-m,Machine learning,en,Africa
2023-04-11,0,Morocco,3-m,Machine learning,en,Africa
2023-04-12,0,Morocco,3-m,Machine learning,en,Africa
2023-04-13,52,Morocco,3-m,Machine learning,en,Africa
2023-04-14,88,Morocco,3-m,Machine learning,en,Africa
2023-04-15,94,Morocco,3-m,Machine learning,en,Africa
2023-04-16,0,Morocco,3-m,Machine learning,en,Africa
2023-04-17,50,Morocco,3-m,Machine learning,en,Africa
2023-04-18,57,Morocco,3-m,Machine learning,en,Africa
2023-04-19,0,Morocco,3-m,Machine learning,en,Africa
2023-04-20,70,Morocco,3-m,Machine learning,en,Africa
2023-04-21,35,Morocco,3-m,Machine learning,en,Africa
2023-04-22,0,Morocco,3-m,Machine learning,en,Africa
2023-04-23,37,Morocco,3-m,Machine learning,en,Africa
2023-04-24,31,Morocco,3-m,Machine learning,en,Africa
2023-04-25,21,Morocco,3-m,Machine learning,en,Africa
2023-04-26,27,Morocco,3-m,Machine learning,en,Africa
2023-04-27,0,Morocco,3-m,Machine learning,en,Africa
2023-04-28,0,Morocco,3-m,Machine learning,en,Africa
2023-04-29,0,Morocco,3-m,Machine learning,en,Africa
2023-04-30,38,Morocco,3-m,Machine learning,en,Africa
2023-05-01,41,Morocco,3-m,Machine learning,en,Africa
2023-05-02,0,Morocco,3-m,Machine learning,en,Africa
2023-05-03,0,Morocco,3-m,Machine learning,en,Africa
2023-05-04,30,Morocco,3-m,Machine learning,en,Africa
2023-05-05,0,Morocco,3-m,Machine learning,en,Africa
2023-05-06,0,Morocco,3-m,Machine learning,en,Africa
2023-05-07,0,Morocco,3-m,Machine learning,en,Africa
2023-05-08,44,Morocco,3-m,Machine learning,en,Africa
2023-05-09,35,Morocco,3-m,Machine learning,en,Africa
2023-05-10,0,Morocco,3-m,Machine learning,en,Africa
2023-05-11,0,Morocco,3-m,Machine learning,en,Africa
2023-05-12,27,Morocco,3-m,Machine learning,en,Africa
2023-05-13,23,Morocco,3-m,Machine learning,en,Africa
2023-05-14,65,Morocco,3-m,Machine learning,en,Africa
2023-02-18,0,Ukraine,3-m,Machine learning,en,Europe
2023-02-19,0,Ukraine,3-m,Machine learning,en,Europe
2023-02-20,0,Ukraine,3-m,Machine learning,en,Europe
2023-02-21,0,Ukraine,3-m,Machine learning,en,Europe
2023-02-22,14,Ukraine,3-m,Machine learning,en,Europe
2023-02-23,21,Ukraine,3-m,Machine learning,en,Europe
2023-02-24,22,Ukraine,3-m,Machine learning,en,Europe
2023-02-25,0,Ukraine,3-m,Machine learning,en,Europe
2023-02-26,0,Ukraine,3-m,Machine learning,en,Europe
2023-02-27,33,Ukraine,3-m,Machine learning,en,Europe
2023-02-28,21,Ukraine,3-m,Machine learning,en,Europe
2023-03-01,33,Ukraine,3-m,Machine learning,en,Europe
2023-03-02,0,Ukraine,3-m,Machine learning,en,Europe
2023-03-03,0,Ukraine,3-m,Machine learning,en,Europe
2023-03-04,20,Ukraine,3-m,Machine learning,en,Europe
2023-03-05,100,Ukraine,3-m,Machine learning,en,Europe
2023-03-06,60,Ukraine,3-m,Machine learning,en,Europe
2023-03-07,0,Ukraine,3-m,Machine learning,en,Europe
2023-03-08,26,Ukraine,3-m,Machine learning,en,Europe
2023-03-09,0,Ukraine,3-m,Machine learning,en,Europe
2023-03-10,40,Ukraine,3-m,Machine learning,en,Europe
2023-03-11,0,Ukraine,3-m,Machine learning,en,Europe
2023-03-12,18,Ukraine,3-m,Machine learning,en,Europe
2023-03-13,20,Ukraine,3-m,Machine learning,en,Europe
2023-03-14,17,Ukraine,3-m,Machine learning,en,Europe
2023-03-15,18,Ukraine,3-m,Machine learning,en,Europe
2023-03-16,15,Ukraine,3-m,Machine learning,en,Europe
2023-03-17,0,Ukraine,3-m,Machine learning,en,Europe
2023-03-18,0,Ukraine,3-m,Machine learning,en,Europe
2023-03-19,49,Ukraine,3-m,Machine learning,en,Europe
2023-03-20,0,Ukraine,3-m,Machine learning,en,Europe
2023-03-21,14,Ukraine,3-m,Machine learning,en,Europe
2023-03-22,0,Ukraine,3-m,Machine learning,en,Europe
2023-03-23,21,Ukraine,3-m,Machine learning,en,Europe
2023-03-24,27,Ukraine,3-m,Machine learning,en,Europe
2023-03-25,0,Ukraine,3-m,Machine learning,en,Europe
2023-03-26,0,Ukraine,3-m,Machine learning,en,Europe
2023-03-27,0,Ukraine,3-m,Machine learning,en,Europe
2023-03-28,50,Ukraine,3-m,Machine learning,en,Europe
2023-03-29,25,Ukraine,3-m,Machine learning,en,Europe
2023-03-30,53,Ukraine,3-m,Machine learning,en,Europe
2023-03-31,0,Ukraine,3-m,Machine learning,en,Europe
2023-04-01,0,Ukraine,3-m,Machine learning,en,Europe
2023-04-02,0,Ukraine,3-m,Machine learning,en,Europe
2023-04-03,14,Ukraine,3-m,Machine learning,en,Europe
2023-04-04,0,Ukraine,3-m,Machine learning,en,Europe
2023-04-05,0,Ukraine,3-m,Machine learning,en,Europe
2023-04-06,0,Ukraine,3-m,Machine learning,en,Europe
2023-04-07,0,Ukraine,3-m,Machine learning,en,Europe
2023-04-08,0,Ukraine,3-m,Machine learning,en,Europe
2023-04-09,0,Ukraine,3-m,Machine learning,en,Europe
2023-04-10,0,Ukraine,3-m,Machine learning,en,Europe
2023-04-11,0,Ukraine,3-m,Machine learning,en,Europe
2023-04-12,0,Ukraine,3-m,Machine learning,en,Europe
2023-04-13,14,Ukraine,3-m,Machine learning,en,Europe
2023-04-14,0,Ukraine,3-m,Machine learning,en,Europe
2023-04-15,0,Ukraine,3-m,Machine learning,en,Europe
2023-04-16,0,Ukraine,3-m,Machine learning,en,Europe
2023-04-17,24,Ukraine,3-m,Machine learning,en,Europe
2023-04-18,0,Ukraine,3-m,Machine learning,en,Europe
2023-04-19,0,Ukraine,3-m,Machine learning,en,Europe
2023-04-20,0,Ukraine,3-m,Machine learning,en,Europe
2023-04-21,0,Ukraine,3-m,Machine learning,en,Europe
2023-04-22,0,Ukraine,3-m,Machine learning,en,Europe
2023-04-23,0,Ukraine,3-m,Machine learning,en,Europe
2023-04-24,0,Ukraine,3-m,Machine learning,en,Europe
2023-04-25,14,Ukraine,3-m,Machine learning,en,Europe
2023-04-26,0,Ukraine,3-m,Machine learning,en,Europe
2023-04-27,23,Ukraine,3-m,Machine learning,en,Europe
2023-04-28,0,Ukraine,3-m,Machine learning,en,Europe
2023-04-29,17,Ukraine,3-m,Machine learning,en,Europe
2023-04-30,0,Ukraine,3-m,Machine learning,en,Europe
2023-05-01,17,Ukraine,3-m,Machine learning,en,Europe
2023-05-02,0,Ukraine,3-m,Machine learning,en,Europe
2023-05-03,45,Ukraine,3-m,Machine learning,en,Europe
2023-05-04,0,Ukraine,3-m,Machine learning,en,Europe
2023-05-05,0,Ukraine,3-m,Machine learning,en,Europe
2023-05-06,21,Ukraine,3-m,Machine learning,en,Europe
2023-05-07,23,Ukraine,3-m,Machine learning,en,Europe
2023-05-08,0,Ukraine,3-m,Machine learning,en,Europe
2023-05-09,22,Ukraine,3-m,Machine learning,en,Europe
2023-05-10,24,Ukraine,3-m,Machine learning,en,Europe
2023-05-11,17,Ukraine,3-m,Machine learning,en,Europe
2023-05-12,28,Ukraine,3-m,Machine learning,en,Europe
2023-05-13,0,Ukraine,3-m,Machine learning,en,Europe
2023-05-14,0,Ukraine,3-m,Machine learning,en,Europe
2023-02-18,0,Puerto Rico,3-m,Machine learning,en,Americas
2023-02-19,0,Puerto Rico,3-m,Machine learning,en,Americas
2023-02-20,0,Puerto Rico,3-m,Machine learning,en,Americas
2023-02-21,0,Puerto Rico,3-m,Machine learning,en,Americas
2023-02-22,0,Puerto Rico,3-m,Machine learning,en,Americas
2023-02-23,0,Puerto Rico,3-m,Machine learning,en,Americas
2023-02-24,0,Puerto Rico,3-m,Machine learning,en,Americas
2023-02-25,0,Puerto Rico,3-m,Machine learning,en,Americas
2023-02-26,0,Puerto Rico,3-m,Machine learning,en,Americas
2023-02-27,0,Puerto Rico,3-m,Machine learning,en,Americas
2023-02-28,0,Puerto Rico,3-m,Machine learning,en,Americas
2023-03-01,0,Puerto Rico,3-m,Machine learning,en,Americas
2023-03-02,0,Puerto Rico,3-m,Machine learning,en,Americas
2023-03-03,0,Puerto Rico,3-m,Machine learning,en,Americas
2023-03-04,0,Puerto Rico,3-m,Machine learning,en,Americas
2023-03-05,0,Puerto Rico,3-m,Machine learning,en,Americas
2023-03-06,34,Puerto Rico,3-m,Machine learning,en,Americas
2023-03-07,0,Puerto Rico,3-m,Machine learning,en,Americas
2023-03-08,0,Puerto Rico,3-m,Machine learning,en,Americas
2023-03-09,0,Puerto Rico,3-m,Machine learning,en,Americas
2023-03-10,0,Puerto Rico,3-m,Machine learning,en,Americas
2023-03-11,0,Puerto Rico,3-m,Machine learning,en,Americas
2023-03-12,0,Puerto Rico,3-m,Machine learning,en,Americas
2023-03-13,0,Puerto Rico,3-m,Machine learning,en,Americas
2023-03-14,0,Puerto Rico,3-m,Machine learning,en,Americas
2023-03-15,0,Puerto Rico,3-m,Machine learning,en,Americas
2023-03-16,0,Puerto Rico,3-m,Machine learning,en,Americas
2023-03-17,0,Puerto Rico,3-m,Machine learning,en,Americas
2023-03-18,48,Puerto Rico,3-m,Machine learning,en,Americas
2023-03-19,51,Puerto Rico,3-m,Machine learning,en,Americas
2023-03-20,0,Puerto Rico,3-m,Machine learning,en,Americas
2023-03-21,0,Puerto Rico,3-m,Machine learning,en,Americas
2023-03-22,0,Puerto Rico,3-m,Machine learning,en,Americas
2023-03-23,0,Puerto Rico,3-m,Machine learning,en,Americas
2023-03-24,0,Puerto Rico,3-m,Machine learning,en,Americas
2023-03-25,0,Puerto Rico,3-m,Machine learning,en,Americas
2023-03-26,87,Puerto Rico,3-m,Machine learning,en,Americas
2023-03-27,83,Puerto Rico,3-m,Machine learning,en,Americas
2023-03-28,0,Puerto Rico,3-m,Machine learning,en,Americas
2023-03-29,0,Puerto Rico,3-m,Machine learning,en,Americas
2023-03-30,0,Puerto Rico,3-m,Machine learning,en,Americas
2023-03-31,94,Puerto Rico,3-m,Machine learning,en,Americas
2023-04-01,0,Puerto Rico,3-m,Machine learning,en,Americas
2023-04-02,0,Puerto Rico,3-m,Machine learning,en,Americas
2023-04-03,96,Puerto Rico,3-m,Machine learning,en,Americas
2023-04-04,96,Puerto Rico,3-m,Machine learning,en,Americas
2023-04-05,0,Puerto Rico,3-m,Machine learning,en,Americas
2023-04-06,0,Puerto Rico,3-m,Machine learning,en,Americas
2023-04-07,0,Puerto Rico,3-m,Machine learning,en,Americas
2023-04-08,40,Puerto Rico,3-m,Machine learning,en,Americas
2023-04-09,0,Puerto Rico,3-m,Machine learning,en,Americas
2023-04-10,0,Puerto Rico,3-m,Machine learning,en,Americas
2023-04-11,0,Puerto Rico,3-m,Machine learning,en,Americas
2023-04-12,35,Puerto Rico,3-m,Machine learning,en,Americas
2023-04-13,0,Puerto Rico,3-m,Machine learning,en,Americas
2023-04-14,0,Puerto Rico,3-m,Machine learning,en,Americas
2023-04-15,0,Puerto Rico,3-m,Machine learning,en,Americas
2023-04-16,42,Puerto Rico,3-m,Machine learning,en,Americas
2023-04-17,0,Puerto Rico,3-m,Machine learning,en,Americas
2023-04-18,100,Puerto Rico,3-m,Machine learning,en,Americas
2023-04-19,0,Puerto Rico,3-m,Machine learning,en,Americas
2023-04-20,79,Puerto Rico,3-m,Machine learning,en,Americas
2023-04-21,66,Puerto Rico,3-m,Machine learning,en,Americas
2023-04-22,41,Puerto Rico,3-m,Machine learning,en,Americas
2023-04-23,92,Puerto Rico,3-m,Machine learning,en,Americas
2023-04-24,0,Puerto Rico,3-m,Machine learning,en,Americas
2023-04-25,100,Puerto Rico,3-m,Machine learning,en,Americas
2023-04-26,0,Puerto Rico,3-m,Machine learning,en,Americas
2023-04-27,0,Puerto Rico,3-m,Machine learning,en,Americas
2023-04-28,51,Puerto Rico,3-m,Machine learning,en,Americas
2023-04-29,0,Puerto Rico,3-m,Machine learning,en,Americas
2023-04-30,0,Puerto Rico,3-m,Machine learning,en,Americas
2023-05-01,0,Puerto Rico,3-m,Machine learning,en,Americas
2023-05-02,0,Puerto Rico,3-m,Machine learning,en,Americas
2023-05-03,40,Puerto Rico,3-m,Machine learning,en,Americas
2023-05-04,0,Puerto Rico,3-m,Machine learning,en,Americas
2023-05-05,0,Puerto Rico,3-m,Machine learning,en,Americas
2023-05-06,0,Puerto Rico,3-m,Machine learning,en,Americas
2023-05-07,0,Puerto Rico,3-m,Machine learning,en,Americas
2023-05-08,0,Puerto Rico,3-m,Machine learning,en,Americas
2023-05-09,0,Puerto Rico,3-m,Machine learning,en,Americas
2023-05-10,0,Puerto Rico,3-m,Machine learning,en,Americas
2023-05-11,0,Puerto Rico,3-m,Machine learning,en,Americas
2023-05-12,0,Puerto Rico,3-m,Machine learning,en,Americas
2023-05-13,0,Puerto Rico,3-m,Machine learning,en,Americas
2023-05-14,0,Puerto Rico,3-m,Machine learning,en,Americas
2023-02-18,42,Ecuador,3-m,Machine learning,en,Americas
2023-02-19,0,Ecuador,3-m,Machine learning,en,Americas
2023-02-20,0,Ecuador,3-m,Machine learning,en,Americas
2023-02-21,0,Ecuador,3-m,Machine learning,en,Americas
2023-02-22,39,Ecuador,3-m,Machine learning,en,Americas
2023-02-23,0,Ecuador,3-m,Machine learning,en,Americas
2023-02-24,0,Ecuador,3-m,Machine learning,en,Americas
2023-02-25,0,Ecuador,3-m,Machine learning,en,Americas
2023-02-26,0,Ecuador,3-m,Machine learning,en,Americas
2023-02-27,0,Ecuador,3-m,Machine learning,en,Americas
2023-02-28,0,Ecuador,3-m,Machine learning,en,Americas
2023-03-01,58,Ecuador,3-m,Machine learning,en,Americas
2023-03-02,0,Ecuador,3-m,Machine learning,en,Americas
2023-03-03,31,Ecuador,3-m,Machine learning,en,Americas
2023-03-04,0,Ecuador,3-m,Machine learning,en,Americas
2023-03-05,0,Ecuador,3-m,Machine learning,en,Americas
2023-03-06,23,Ecuador,3-m,Machine learning,en,Americas
2023-03-07,25,Ecuador,3-m,Machine learning,en,Americas
2023-03-08,0,Ecuador,3-m,Machine learning,en,Americas
2023-03-09,41,Ecuador,3-m,Machine learning,en,Americas
2023-03-10,0,Ecuador,3-m,Machine learning,en,Americas
2023-03-11,0,Ecuador,3-m,Machine learning,en,Americas
2023-03-12,0,Ecuador,3-m,Machine learning,en,Americas
2023-03-13,24,Ecuador,3-m,Machine learning,en,Americas
2023-03-14,27,Ecuador,3-m,Machine learning,en,Americas
2023-03-15,0,Ecuador,3-m,Machine learning,en,Americas
2023-03-16,0,Ecuador,3-m,Machine learning,en,Americas
2023-03-17,0,Ecuador,3-m,Machine learning,en,Americas
2023-03-18,0,Ecuador,3-m,Machine learning,en,Americas
2023-03-19,0,Ecuador,3-m,Machine learning,en,Americas
2023-03-20,27,Ecuador,3-m,Machine learning,en,Americas
2023-03-21,0,Ecuador,3-m,Machine learning,en,Americas
2023-03-22,0,Ecuador,3-m,Machine learning,en,Americas
2023-03-23,0,Ecuador,3-m,Machine learning,en,Americas
2023-03-24,0,Ecuador,3-m,Machine learning,en,Americas
2023-03-25,0,Ecuador,3-m,Machine learning,en,Americas
2023-03-26,79,Ecuador,3-m,Machine learning,en,Americas
2023-03-27,0,Ecuador,3-m,Machine learning,en,Americas
2023-03-28,0,Ecuador,3-m,Machine learning,en,Americas
2023-03-29,0,Ecuador,3-m,Machine learning,en,Americas
2023-03-30,0,Ecuador,3-m,Machine learning,en,Americas
2023-03-31,0,Ecuador,3-m,Machine learning,en,Americas
2023-04-01,0,Ecuador,3-m,Machine learning,en,Americas
2023-04-02,0,Ecuador,3-m,Machine learning,en,Americas
2023-04-03,0,Ecuador,3-m,Machine learning,en,Americas
2023-04-04,0,Ecuador,3-m,Machine learning,en,Americas
2023-04-05,0,Ecuador,3-m,Machine learning,en,Americas
2023-04-06,0,Ecuador,3-m,Machine learning,en,Americas
2023-04-07,49,Ecuador,3-m,Machine learning,en,Americas
2023-04-08,0,Ecuador,3-m,Machine learning,en,Americas
2023-04-09,100,Ecuador,3-m,Machine learning,en,Americas
2023-04-10,0,Ecuador,3-m,Machine learning,en,Americas
2023-04-11,0,Ecuador,3-m,Machine learning,en,Americas
2023-04-12,59,Ecuador,3-m,Machine learning,en,Americas
2023-04-13,41,Ecuador,3-m,Machine learning,en,Americas
2023-04-14,98,Ecuador,3-m,Machine learning,en,Americas
2023-04-15,32,Ecuador,3-m,Machine learning,en,Americas
2023-04-16,75,Ecuador,3-m,Machine learning,en,Americas
2023-04-17,26,Ecuador,3-m,Machine learning,en,Americas
2023-04-18,0,Ecuador,3-m,Machine learning,en,Americas
2023-04-19,0,Ecuador,3-m,Machine learning,en,Americas
2023-04-20,0,Ecuador,3-m,Machine learning,en,Americas
2023-04-21,0,Ecuador,3-m,Machine learning,en,Americas
2023-04-22,0,Ecuador,3-m,Machine learning,en,Americas
2023-04-23,0,Ecuador,3-m,Machine learning,en,Americas
2023-04-24,27,Ecuador,3-m,Machine learning,en,Americas
2023-04-25,58,Ecuador,3-m,Machine learning,en,Americas
2023-04-26,0,Ecuador,3-m,Machine learning,en,Americas
2023-04-27,0,Ecuador,3-m,Machine learning,en,Americas
2023-04-28,0,Ecuador,3-m,Machine learning,en,Americas
2023-04-29,0,Ecuador,3-m,Machine learning,en,Americas
2023-04-30,0,Ecuador,3-m,Machine learning,en,Americas
2023-05-01,0,Ecuador,3-m,Machine learning,en,Americas
2023-05-02,0,Ecuador,3-m,Machine learning,en,Americas
2023-05-03,51,Ecuador,3-m,Machine learning,en,Americas
2023-05-04,46,Ecuador,3-m,Machine learning,en,Americas
2023-05-05,0,Ecuador,3-m,Machine learning,en,Americas
2023-05-06,0,Ecuador,3-m,Machine learning,en,Americas
2023-05-07,0,Ecuador,3-m,Machine learning,en,Americas
2023-05-08,0,Ecuador,3-m,Machine learning,en,Americas
2023-05-09,0,Ecuador,3-m,Machine learning,en,Americas
2023-05-10,81,Ecuador,3-m,Machine learning,en,Americas
2023-05-11,0,Ecuador,3-m,Machine learning,en,Americas
2023-05-12,53,Ecuador,3-m,Machine learning,en,Americas
2023-05-13,0,Ecuador,3-m,Machine learning,en,Americas
2023-05-14,0,Ecuador,3-m,Machine learning,en,Americas
2023-02-18,0,Slovakia,3-m,Machine learning,en,Europe
2023-02-19,0,Slovakia,3-m,Machine learning,en,Europe
2023-02-20,0,Slovakia,3-m,Machine learning,en,Europe
2023-02-21,0,Slovakia,3-m,Machine learning,en,Europe
2023-02-22,0,Slovakia,3-m,Machine learning,en,Europe
2023-02-23,84,Slovakia,3-m,Machine learning,en,Europe
2023-02-24,0,Slovakia,3-m,Machine learning,en,Europe
2023-02-25,0,Slovakia,3-m,Machine learning,en,Europe
2023-02-26,0,Slovakia,3-m,Machine learning,en,Europe
2023-02-27,0,Slovakia,3-m,Machine learning,en,Europe
2023-02-28,0,Slovakia,3-m,Machine learning,en,Europe
2023-03-01,0,Slovakia,3-m,Machine learning,en,Europe
2023-03-02,0,Slovakia,3-m,Machine learning,en,Europe
2023-03-03,0,Slovakia,3-m,Machine learning,en,Europe
2023-03-04,0,Slovakia,3-m,Machine learning,en,Europe
2023-03-05,0,Slovakia,3-m,Machine learning,en,Europe
2023-03-06,0,Slovakia,3-m,Machine learning,en,Europe
2023-03-07,0,Slovakia,3-m,Machine learning,en,Europe
2023-03-08,0,Slovakia,3-m,Machine learning,en,Europe
2023-03-09,0,Slovakia,3-m,Machine learning,en,Europe
2023-03-10,0,Slovakia,3-m,Machine learning,en,Europe
2023-03-11,0,Slovakia,3-m,Machine learning,en,Europe
2023-03-12,36,Slovakia,3-m,Machine learning,en,Europe
2023-03-13,0,Slovakia,3-m,Machine learning,en,Europe
2023-03-14,0,Slovakia,3-m,Machine learning,en,Europe
2023-03-15,76,Slovakia,3-m,Machine learning,en,Europe
2023-03-16,0,Slovakia,3-m,Machine learning,en,Europe
2023-03-17,0,Slovakia,3-m,Machine learning,en,Europe
2023-03-18,0,Slovakia,3-m,Machine learning,en,Europe
2023-03-19,0,Slovakia,3-m,Machine learning,en,Europe
2023-03-20,0,Slovakia,3-m,Machine learning,en,Europe
2023-03-21,0,Slovakia,3-m,Machine learning,en,Europe
2023-03-22,0,Slovakia,3-m,Machine learning,en,Europe
2023-03-23,0,Slovakia,3-m,Machine learning,en,Europe
2023-03-24,0,Slovakia,3-m,Machine learning,en,Europe
2023-03-25,0,Slovakia,3-m,Machine learning,en,Europe
2023-03-26,52,Slovakia,3-m,Machine learning,en,Europe
2023-03-27,62,Slovakia,3-m,Machine learning,en,Europe
2023-03-28,47,Slovakia,3-m,Machine learning,en,Europe
2023-03-29,0,Slovakia,3-m,Machine learning,en,Europe
2023-03-30,0,Slovakia,3-m,Machine learning,en,Europe
2023-03-31,77,Slovakia,3-m,Machine learning,en,Europe
2023-04-01,0,Slovakia,3-m,Machine learning,en,Europe
2023-04-02,0,Slovakia,3-m,Machine learning,en,Europe
2023-04-03,36,Slovakia,3-m,Machine learning,en,Europe
2023-04-04,0,Slovakia,3-m,Machine learning,en,Europe
2023-04-05,0,Slovakia,3-m,Machine learning,en,Europe
2023-04-06,0,Slovakia,3-m,Machine learning,en,Europe
2023-04-07,0,Slovakia,3-m,Machine learning,en,Europe
2023-04-08,0,Slovakia,3-m,Machine learning,en,Europe
2023-04-09,33,Slovakia,3-m,Machine learning,en,Europe
2023-04-10,0,Slovakia,3-m,Machine learning,en,Europe
2023-04-11,0,Slovakia,3-m,Machine learning,en,Europe
2023-04-12,0,Slovakia,3-m,Machine learning,en,Europe
2023-04-13,0,Slovakia,3-m,Machine learning,en,Europe
2023-04-14,0,Slovakia,3-m,Machine learning,en,Europe
2023-04-15,58,Slovakia,3-m,Machine learning,en,Europe
2023-04-16,0,Slovakia,3-m,Machine learning,en,Europe
2023-04-17,0,Slovakia,3-m,Machine learning,en,Europe
2023-04-18,0,Slovakia,3-m,Machine learning,en,Europe
2023-04-19,0,Slovakia,3-m,Machine learning,en,Europe
2023-04-20,0,Slovakia,3-m,Machine learning,en,Europe
2023-04-21,0,Slovakia,3-m,Machine learning,en,Europe
2023-04-22,0,Slovakia,3-m,Machine learning,en,Europe
2023-04-23,29,Slovakia,3-m,Machine learning,en,Europe
2023-04-24,0,Slovakia,3-m,Machine learning,en,Europe
2023-04-25,0,Slovakia,3-m,Machine learning,en,Europe
2023-04-26,0,Slovakia,3-m,Machine learning,en,Europe
2023-04-27,68,Slovakia,3-m,Machine learning,en,Europe
2023-04-28,29,Slovakia,3-m,Machine learning,en,Europe
2023-04-29,0,Slovakia,3-m,Machine learning,en,Europe
2023-04-30,0,Slovakia,3-m,Machine learning,en,Europe
2023-05-01,0,Slovakia,3-m,Machine learning,en,Europe
2023-05-02,0,Slovakia,3-m,Machine learning,en,Europe
2023-05-03,0,Slovakia,3-m,Machine learning,en,Europe
2023-05-04,0,Slovakia,3-m,Machine learning,en,Europe
2023-05-05,0,Slovakia,3-m,Machine learning,en,Europe
2023-05-06,56,Slovakia,3-m,Machine learning,en,Europe
2023-05-07,100,Slovakia,3-m,Machine learning,en,Europe
2023-05-08,0,Slovakia,3-m,Machine learning,en,Europe
2023-05-09,0,Slovakia,3-m,Machine learning,en,Europe
2023-05-10,0,Slovakia,3-m,Machine learning,en,Europe
2023-05-11,0,Slovakia,3-m,Machine learning,en,Europe
2023-05-12,0,Slovakia,3-m,Machine learning,en,Europe
2023-05-13,0,Slovakia,3-m,Machine learning,en,Europe
2023-05-14,0,Slovakia,3-m,Machine learning,en,Europe
2023-02-18,37,Sri Lanka,3-m,Machine learning,en,Asia
2023-02-19,32,Sri Lanka,3-m,Machine learning,en,Asia
2023-02-20,0,Sri Lanka,3-m,Machine learning,en,Asia
2023-02-21,35,Sri Lanka,3-m,Machine learning,en,Asia
2023-02-22,12,Sri Lanka,3-m,Machine learning,en,Asia
2023-02-23,12,Sri Lanka,3-m,Machine learning,en,Asia
2023-02-24,0,Sri Lanka,3-m,Machine learning,en,Asia
2023-02-25,43,Sri Lanka,3-m,Machine learning,en,Asia
2023-02-26,18,Sri Lanka,3-m,Machine learning,en,Asia
2023-02-27,0,Sri Lanka,3-m,Machine learning,en,Asia
2023-02-28,17,Sri Lanka,3-m,Machine learning,en,Asia
2023-03-01,0,Sri Lanka,3-m,Machine learning,en,Asia
2023-03-02,31,Sri Lanka,3-m,Machine learning,en,Asia
2023-03-03,51,Sri Lanka,3-m,Machine learning,en,Asia
2023-03-04,0,Sri Lanka,3-m,Machine learning,en,Asia
2023-03-05,0,Sri Lanka,3-m,Machine learning,en,Asia
2023-03-06,98,Sri Lanka,3-m,Machine learning,en,Asia
2023-03-07,12,Sri Lanka,3-m,Machine learning,en,Asia
2023-03-08,46,Sri Lanka,3-m,Machine learning,en,Asia
2023-03-09,17,Sri Lanka,3-m,Machine learning,en,Asia
2023-03-10,17,Sri Lanka,3-m,Machine learning,en,Asia
2023-03-11,17,Sri Lanka,3-m,Machine learning,en,Asia
2023-03-12,0,Sri Lanka,3-m,Machine learning,en,Asia
2023-03-13,27,Sri Lanka,3-m,Machine learning,en,Asia
2023-03-14,18,Sri Lanka,3-m,Machine learning,en,Asia
2023-03-15,15,Sri Lanka,3-m,Machine learning,en,Asia
2023-03-16,26,Sri Lanka,3-m,Machine learning,en,Asia
2023-03-17,24,Sri Lanka,3-m,Machine learning,en,Asia
2023-03-18,0,Sri Lanka,3-m,Machine learning,en,Asia
2023-03-19,31,Sri Lanka,3-m,Machine learning,en,Asia
2023-03-20,20,Sri Lanka,3-m,Machine learning,en,Asia
2023-03-21,13,Sri Lanka,3-m,Machine learning,en,Asia
2023-03-22,56,Sri Lanka,3-m,Machine learning,en,Asia
2023-03-23,28,Sri Lanka,3-m,Machine learning,en,Asia
2023-03-24,30,Sri Lanka,3-m,Machine learning,en,Asia
2023-03-25,52,Sri Lanka,3-m,Machine learning,en,Asia
2023-03-26,0,Sri Lanka,3-m,Machine learning,en,Asia
2023-03-27,25,Sri Lanka,3-m,Machine learning,en,Asia
2023-03-28,15,Sri Lanka,3-m,Machine learning,en,Asia
2023-03-29,31,Sri Lanka,3-m,Machine learning,en,Asia
2023-03-30,0,Sri Lanka,3-m,Machine learning,en,Asia
2023-03-31,14,Sri Lanka,3-m,Machine learning,en,Asia
2023-04-01,13,Sri Lanka,3-m,Machine learning,en,Asia
2023-04-02,25,Sri Lanka,3-m,Machine learning,en,Asia
2023-04-03,0,Sri Lanka,3-m,Machine learning,en,Asia
2023-04-04,13,Sri Lanka,3-m,Machine learning,en,Asia
2023-04-05,0,Sri Lanka,3-m,Machine learning,en,Asia
2023-04-06,29,Sri Lanka,3-m,Machine learning,en,Asia
2023-04-07,0,Sri Lanka,3-m,Machine learning,en,Asia
2023-04-08,0,Sri Lanka,3-m,Machine learning,en,Asia
2023-04-09,14,Sri Lanka,3-m,Machine learning,en,Asia
2023-04-10,28,Sri Lanka,3-m,Machine learning,en,Asia
2023-04-11,0,Sri Lanka,3-m,Machine learning,en,Asia
2023-04-12,15,Sri Lanka,3-m,Machine learning,en,Asia
2023-04-13,15,Sri Lanka,3-m,Machine learning,en,Asia
2023-04-14,0,Sri Lanka,3-m,Machine learning,en,Asia
2023-04-15,0,Sri Lanka,3-m,Machine learning,en,Asia
2023-04-16,37,Sri Lanka,3-m,Machine learning,en,Asia
2023-04-17,26,Sri Lanka,3-m,Machine learning,en,Asia
2023-04-18,0,Sri Lanka,3-m,Machine learning,en,Asia
2023-04-19,24,Sri Lanka,3-m,Machine learning,en,Asia
2023-04-20,38,Sri Lanka,3-m,Machine learning,en,Asia
